gameid,blue_datacompleteness,blue_url,league,blue_year,blue_split,blue_playoffs,date,blue_game,blue_patch,blue_participantid,blue_side,blue_position,blue_playername,blue_playerid,blue_teamname,blue_teamid,blue_champion,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,blue_gamelength,blue_result,blue_kills,blue_deaths,blue_assists,blue_teamkills,blue_teamdeaths,blue_doublekills,blue_triplekills,blue_quadrakills,blue_pentakills,blue_firstblood,blue_firstbloodkill,blue_firstbloodassist,blue_firstbloodvictim,blue_team kpm,blue_ckpm,blue_firstdragon,blue_dragons,blue_opp_dragons,blue_elementaldrakes,blue_opp_elementaldrakes,blue_infernals,blue_mountains,blue_clouds,blue_oceans,blue_chemtechs,blue_hextechs,blue_dragons (type unknown),blue_elders,blue_opp_elders,blue_firstherald,blue_heralds,blue_opp_heralds,blue_void_grubs,blue_opp_void_grubs,blue_firstbaron,blue_barons,blue_opp_barons,blue_atakhans,blue_opp_atakhans,blue_firsttower,blue_towers,blue_opp_towers,blue_firstmidtower,blue_firsttothreetowers,blue_turretplates,blue_opp_turretplates,blue_inhibitors,blue_opp_inhibitors,blue_damagetochampions,blue_dpm,blue_damageshare,blue_damagetakenperminute,blue_damagemitigatedperminute,blue_damagetotowers,blue_wardsplaced,blue_wpm,blue_wardskilled,blue_wcpm,blue_controlwardsbought,blue_visionscore,blue_vspm,blue_totalgold,blue_earnedgold,blue_earned gpm,blue_earnedgoldshare,blue_goldspent,blue_gspd,blue_gpr,blue_total cs,blue_minionkills,blue_monsterkills,blue_monsterkillsownjungle,blue_monsterkillsenemyjungle,blue_cspm,blue_goldat10,blue_xpat10,blue_csat10,blue_opp_goldat10,blue_opp_xpat10,blue_opp_csat10,blue_golddiffat10,blue_xpdiffat10,blue_csdiffat10,blue_killsat10,blue_assistsat10,blue_deathsat10,blue_opp_killsat10,blue_opp_assistsat10,blue_opp_deathsat10,blue_goldat15,blue_xpat15,blue_csat15,blue_opp_goldat15,blue_opp_xpat15,blue_opp_csat15,blue_golddiffat15,blue_xpdiffat15,blue_csdiffat15,blue_killsat15,blue_assistsat15,blue_deathsat15,blue_opp_killsat15,blue_opp_assistsat15,blue_opp_deathsat15,blue_goldat20,blue_xpat20,blue_csat20,blue_opp_goldat20,blue_opp_xpat20,blue_opp_csat20,blue_golddiffat20,blue_xpdiffat20,blue_csdiffat20,blue_killsat20,blue_assistsat20,blue_deathsat20,blue_opp_killsat20,blue_opp_assistsat20,blue_opp_deathsat20,blue_goldat25,blue_xpat25,blue_csat25,blue_opp_goldat25,blue_opp_xpat25,blue_opp_csat25,blue_golddiffat25,blue_xpdiffat25,blue_csdiffat25,blue_killsat25,blue_assistsat25,blue_deathsat25,blue_opp_killsat25,blue_opp_assistsat25,blue_opp_deathsat25,red_datacompleteness,red_url,red_year,red_split,red_playoffs,red_game,red_patch,red_participantid,red_side,red_position,red_playername,red_playerid,red_teamname,red_teamid,red_champion,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,red_gamelength,red_result,red_kills,red_deaths,red_assists,red_teamkills,red_teamdeaths,red_doublekills,red_triplekills,red_quadrakills,red_pentakills,red_firstblood,red_firstbloodkill,red_firstbloodassist,red_firstbloodvictim,red_team kpm,red_ckpm,red_firstdragon,red_dragons,red_opp_dragons,red_elementaldrakes,red_opp_elementaldrakes,red_infernals,red_mountains,red_clouds,red_oceans,red_chemtechs,red_hextechs,red_dragons (type unknown),red_elders,red_opp_elders,red_firstherald,red_heralds,red_opp_heralds,red_void_grubs,red_opp_void_grubs,red_firstbaron,red_barons,red_opp_barons,red_atakhans,red_opp_atakhans,red_firsttower,red_towers,red_opp_towers,red_firstmidtower,red_firsttothreetowers,red_turretplates,red_opp_turretplates,red_inhibitors,red_opp_inhibitors,red_damagetochampions,red_dpm,red_damageshare,red_damagetakenperminute,red_damagemitigatedperminute,red_damagetotowers,red_wardsplaced,red_wpm,red_wardskilled,red_wcpm,red_controlwardsbought,red_visionscore,red_vspm,red_totalgold,red_earnedgold,red_earned gpm,red_earnedgoldshare,red_goldspent,red_gspd,red_gpr,red_total cs,red_minionkills,red_monsterkills,red_monsterkillsownjungle,red_monsterkillsenemyjungle,red_cspm,red_goldat10,red_xpat10,red_csat10,red_opp_goldat10,red_opp_xpat10,red_opp_csat10,red_golddiffat10,red_xpdiffat10,red_csdiffat10,red_killsat10,red_assistsat10,red_deathsat10,red_opp_killsat10,red_opp_assistsat10,red_opp_deathsat10,red_goldat15,red_xpat15,red_csat15,red_opp_goldat15,red_opp_xpat15,red_opp_csat15,red_golddiffat15,red_xpdiffat15,red_csdiffat15,red_killsat15,red_assistsat15,red_deathsat15,red_opp_killsat15,red_opp_assistsat15,red_opp_deathsat15,red_goldat20,red_xpat20,red_csat20,red_opp_goldat20,red_opp_xpat20,red_opp_csat20,red_golddiffat20,red_xpdiffat20,red_csdiffat20,red_killsat20,red_assistsat20,red_deathsat20,red_opp_killsat20,red_opp_assistsat20,red_opp_deathsat20,red_goldat25,red_xpat25,red_csat25,red_opp_goldat25,red_opp_xpat25,red_opp_csat25,red_golddiffat25,red_xpdiffat25,red_csdiffat25,red_killsat25,red_assistsat25,red_deathsat25,red_opp_killsat25,red_opp_assistsat25,red_opp_deathsat25
12618-12618_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12618,LPL,2025,Split 3,0,2025-08-16 09:01:28,3,15.15,100,Blue,team,,,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,,Gwen,Wukong,Rakan,Sivir,Jhin,Yorick,Annie,Corki,Leona,Nocturne,1914,0,9,21,22,9,21,,,,,0.0,,,,0.2821,0.9404,0.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,0.0,1.0,2.0,,0.0,1.0,,,1.0,4.0,8.0,,,,,0.0,2.0,78166,2450.3448,,3616.7085,,,108,3.3856,49,1.5361,42,273,8.558,56235,35334,1107.6489,,54494,-0.103221,,,,201,148.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12618,2025,Split 3,0,3,15.15,200,Red,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,,Sion,Azir,Trundle,Poppy,Viego,Renekton,Ryze,Rell,Lucian,Kindred,1914,1,21,9,38,21,9,,,,,1.0,,,,0.6583,0.9404,1.0,2.0,2.0,,,,,,,,,2.0,,,,0.0,1.0,2.0,1.0,,1.0,0.0,,,0.0,8.0,4.0,,,,,2.0,0.0,78536,2461.9436,,3576.1129,,,121,3.7931,45,1.4107,44,270,8.4639,63755,42854,1343.3856,,60425,0.103221,,,,228,152.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12618-12618_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12618,LPL,2025,Split 3,0,2025-08-16 07:15:37,1,15.15,100,Blue,team,,,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,,Gwen,Taliyah,Trundle,Ambessa,Rakan,Yunara,Skarner,Neeko,Rumble,Orianna,1665,1,29,7,74,29,7,,,,,0.0,,,,1.045,1.2973,0.0,3.0,1.0,,,,,,,,,3.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,1.0,8.0,2.0,,,,,1.0,0.0,83131,2995.7117,,3244.4685,,,95,3.4234,51,1.8378,35,255,9.1892,58960,40599,1463.027,,51628,0.181849,,,,203,120.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12618,2025,Split 3,0,1,15.15,200,Red,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,,Varus,Sion,Azir,Annie,Viktor,Kai'Sa,Pantheon,Aurora,Nautilus,Ornn,1665,0,7,29,19,7,29,,,,,1.0,,,,0.2523,1.2973,1.0,1.0,3.0,,,,,,,,,1.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,0.0,2.0,8.0,,,,,0.0,1.0,52024,1874.7387,,3841.1532,,,87,3.1351,49,1.7658,32,230,8.2883,45563,27202,980.2523,,43022,-0.181849,,,,154,119.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12612-12612_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12612,LPL,2025,Split 3,0,2025-08-13 11:03:30,3,15.15,100,Blue,team,,,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,,Jax,Kai'Sa,Poppy,Karma,Neeko,Annie,Kalista,Renata Glasc,Naafiri,Gnar,1734,1,11,7,32,11,7,,,,,0.0,,,,0.3806,0.6228,1.0,4.0,0.0,,,,,,,,,4.0,,,,0.0,1.0,3.0,0.0,,1.0,0.0,,,0.0,8.0,3.0,,,,,1.0,0.0,89648,3102.0069,,3313.3564,,,93,3.218,51,1.7647,32,239,8.2699,55440,36375,1258.6505,,44081,-0.0270558,,,,186,128.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12612,2025,Split 3,0,3,15.15,200,Red,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,,Yunara,Gwen,Trundle,Viego,Vi,Renekton,Wukong,Viktor,Corki,Bard,1734,0,7,11,11,7,11,,,,,1.0,,,,0.2422,0.6228,0.0,0.0,4.0,,,,,,,,,0.0,,,,1.0,0.0,0.0,3.0,,0.0,1.0,,,1.0,3.0,8.0,,,,,0.0,1.0,63730,2205.1903,,3758.0277,,,100,3.4602,38,1.3149,39,228,7.8893,47854,28789,996.1592,,45290,0.0270558,,,,175,141.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12609-12609_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12609,LPL,2025,Split 3,0,2025-08-11 12:03:33,2,15.15,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Poppy,Vi,Trundle,Skarner,Wukong,Pantheon,Corki,Nautilus,K'Sante,Ahri,2134,0,6,23,20,6,23,,,,,0.0,,,,0.1687,0.8154,1.0,3.0,3.0,,,,,,,,,3.0,,,,1.0,0.0,3.0,0.0,,0.0,1.0,,,0.0,1.0,8.0,,,,,0.0,1.0,75069,2110.656,,3623.5614,,,114,3.2052,58,1.6307,44,285,8.0131,55820,32675,918.6973,,54281,-0.134545,,,,203,152.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12609,2025,Split 3,0,2,15.15,200,Red,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,,Yone,Yunara,Gwen,Sylas,Aurora,Azir,Kai'Sa,Neeko,Renekton,Sejuani,2134,1,23,6,66,23,6,,,,,1.0,,,,0.6467,0.8154,0.0,3.0,3.0,,,,,,,,,3.0,,,,0.0,1.0,0.0,3.0,,1.0,0.0,,,1.0,8.0,1.0,,,,,1.0,0.0,94640,2660.9185,,3076.5886,,,129,3.627,58,1.6307,46,317,8.9128,72197,49052,1379.1565,,62111,0.134545,,,,249,151.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12638-12638_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12638,LPL,2025,Split 3,0,2025-08-25 10:05:32,2,15.16,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Pantheon,Renekton,Ezreal,Corki,Vi,Yone,Yorick,Sejuani,Aphelios,Braum,1494,1,16,10,42,16,10,,,,,1.0,,,,0.6426,1.0442,0.0,2.0,1.0,,,,,,,,,2.0,,,,1.0,0.0,3.0,0.0,,0.0,0.0,,,1.0,8.0,1.0,,,,,1.0,0.0,73323,2944.6988,,3767.5904,,,68,2.7309,38,1.5261,26,195,7.8313,50129,33512,1345.8635,,43821,0.0968491,,,,173,108.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12638,2025,Split 3,0,2,15.16,200,Red,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Azir,Yunara,Ambessa,Kalista,Caitlyn,Sion,Sylas,Nautilus,Lucian,Trundle,1494,0,10,16,20,10,16,,,,,0.0,,,,0.4016,1.0442,1.0,1.0,2.0,,,,,,,,,1.0,,,,0.0,1.0,0.0,3.0,,0.0,0.0,,,0.0,1.0,8.0,,,,,0.0,1.0,64947,2608.3133,,3754.0964,,,84,3.3735,23,0.9237,28,171,6.8675,41692,25075,1007.0281,,39773,-0.0968491,,,,125,98.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12638-12638_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12638,LPL,2025,Split 3,0,2025-08-25 09:12:04,1,15.16,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Pantheon,Galio,Neeko,Aurora,Rakan,Varus,Gwen,Taliyah,Rell,Poppy,1690,0,4,18,10,4,18,,,,,0.0,,,,0.142,0.7811,0.0,0.0,4.0,,,,,,,,,0.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,0.0,2.0,7.0,,,,,0.0,1.0,41924,1488.426,,2771.8935,,,84,2.9822,36,1.2781,33,223,7.9172,45764,27148,963.8343,,44308,-0.04507,,,,150,115.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12638,2025,Split 3,0,1,15.16,200,Red,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Yunara,Yone,Azir,Vi,Jarvan IV,Rumble,Wukong,Sivir,Alistar,Ryze,1690,1,18,4,41,18,4,,,,,1.0,,,,0.6391,0.7811,1.0,4.0,0.0,,,,,,,,,4.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,1.0,7.0,2.0,,,,,1.0,0.0,60152,2135.574,,2680.0473,,,103,3.6568,32,1.1361,36,220,7.8107,56192,37576,1334.0592,,46351,0.04507,,,,244,134.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12627-12627_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12627,LPL,2025,Split 3,0,2025-08-20 09:10:19,1,15.16,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Varus,Pantheon,Taliyah,Neeko,Kai'Sa,Wukong,Rumble,Galio,Corki,Rell,2003,1,21,6,65,21,6,,,,,0.0,,,,0.6291,0.8088,0.0,3.0,2.0,,,,,,,,,3.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,1.0,9.0,1.0,,,,,2.0,0.0,96352,2886.2307,,3211.9021,,,97,2.9056,54,1.6176,35,253,7.5786,65884,44075,1320.2696,,58018,0.119089,,,,230,159.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12627,2025,Split 3,0,1,15.16,200,Red,team,,,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,,Yone,Yunara,Gwen,Braum,Xayah,Annie,Vi,Ornn,Alistar,Sivir,2003,0,6,21,14,6,21,,,,,1.0,,,,0.1797,0.8088,1.0,2.0,3.0,,,,,,,,,2.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,0.0,1.0,9.0,,,,,0.0,2.0,65369,1958.1328,,3738.9016,,,113,3.3849,48,1.4378,51,270,8.0879,53475,31666,948.5572,,51497,-0.119089,,,,212,155.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12610-12610_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12610,LPL,2025,Split 3,0,2025-08-12 10:04:04,2,15.15,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Annie,Senna,Sivir,Nautilus,Kai'Sa,Azir,Udyr,Xin Zhao,Jhin,Rakan,1885,0,5,22,13,5,22,,,,,0.0,,,,0.1592,0.8594,0.0,1.0,3.0,,,,,,,,,1.0,,,,0.0,1.0,3.0,0.0,,0.0,1.0,,,0.0,0.0,8.0,,,,,0.0,1.0,56845,1809.3899,,3874.0584,,,90,2.8647,58,1.8462,29,277,8.817,51897,31292,996.0318,,49349,-0.143518,,,,184,147.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12610,2025,Split 3,0,2,15.15,200,Red,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Yunara,Yone,Varus,Lulu,Xayah,Ambessa,Pantheon,Taliyah,Alistar,Zeri,1885,1,22,5,49,22,5,,,,,1.0,,,,0.7003,0.8594,1.0,3.0,1.0,,,,,,,,,3.0,,,,1.0,0.0,0.0,3.0,,1.0,0.0,,,1.0,8.0,0.0,,,,,1.0,0.0,88555,2818.7268,,3132.6684,,,119,3.7878,49,1.5597,38,298,9.4854,66151,45546,1449.7401,,56979,0.143518,,,,242,155.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12599-12599_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12599,LPL,2025,Split 3,0,2025-08-07 10:11:39,2,15.15,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Varus,Vi,Viego,Rakan,Senna,Azir,Xin Zhao,Yorick,Sivir,Leona,2079,0,11,28,20,11,28,,,,,1.0,,,,0.3175,1.1255,0.0,0.0,4.0,,,,,,,,,0.0,,,,0.0,1.0,1.0,2.0,,0.0,1.0,,,0.0,3.0,9.0,,,,,0.0,1.0,93642,2702.5108,,4075.0649,,,120,3.4632,50,1.443,39,276,7.9654,59471,36887,1064.5599,,58220,-0.127206,,,,219,181.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12599,2025,Split 3,0,2,15.15,200,Red,team,,,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,,Trundle,Gwen,Yunara,Braum,Caitlyn,Taliyah,Wukong,Renekton,Nautilus,Jinx,2079,1,28,12,78,28,12,,,,,0.0,,,,0.8081,1.1255,1.0,4.0,0.0,,,,,,,,,4.0,,,,1.0,0.0,2.0,1.0,,1.0,0.0,,,1.0,9.0,3.0,,,,,1.0,0.0,100865,2910.9668,,3999.0476,,,127,3.6652,51,1.4719,57,300,8.658,71223,48639,1403.7229,,66129,0.127206,,,,240,160.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12580-12580_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12580,LPL,2025,Split 3,0,2025-07-29 10:58:29,3,15.14,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Ryze,Rell,Jax,Ezreal,Zeri,Ambessa,Jarvan IV,Galio,Thresh,Jinx,1744,1,9,1,32,9,1,,,,,0.0,,,,0.3096,0.344,1.0,3.0,2.0,,,,,,,,,3.0,,,,1.0,0.0,2.0,1.0,,0.0,0.0,,,1.0,8.0,1.0,,,,,1.0,0.0,42746,1470.6193,,2217.1789,,,95,3.2683,58,1.9954,33,276,9.4954,55367,36200,1245.4128,,48372,0.0953412,,,,225,145.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12580,2025,Split 3,0,3,15.14,200,Red,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Pantheon,Yone,Gwen,Draven,Renata Glasc,Rumble,Viktor,Poppy,Xayah,Leona,1744,0,1,9,1,1,9,,,,,1.0,,,,0.0344,0.344,0.0,2.0,3.0,,,,,,,,,2.0,,,,0.0,1.0,1.0,2.0,,0.0,0.0,,,0.0,1.0,8.0,,,,,0.0,1.0,35267,1213.3142,,2265.5161,,,111,3.8188,37,1.2729,37,227,7.8096,45538,26371,907.2592,,43970,-0.0953412,,,,186,146.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12578-12578_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12578,LPL,2025,Split 3,0,2025-07-28 10:11:06,2,15.14,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Varus,Taliyah,Twisted Fate,Rakan,Lucian,Gwen,Viego,Galio,Rell,Xayah,1887,0,5,15,15,5,15,,,,,1.0,,,,0.159,0.6359,1.0,1.0,3.0,,,,,,,,,1.0,,,,1.0,0.0,2.0,1.0,,0.0,1.0,,,1.0,3.0,10.0,,,,,0.0,2.0,41820,1329.7297,,3577.2019,,,104,3.3068,50,1.5898,46,273,8.6804,49073,28448,904.5469,,47599,-0.142768,,,,207,150.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12578,2025,Split 3,0,2,15.14,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Pantheon,Yone,Xin Zhao,Ezreal,Alistar,Aurora,Nocturne,Orianna,Senna,Poppy,1887,1,15,5,40,15,5,,,,,0.0,,,,0.4769,0.6359,0.0,3.0,1.0,,,,,,,,,3.0,,,,0.0,1.0,1.0,2.0,,1.0,0.0,,,0.0,10.0,3.0,,,,,2.0,0.0,83347,2650.1431,,2686.6455,,,133,4.2289,56,1.7806,44,283,8.9984,61192,40567,1289.8887,,54917,0.142768,,,,212,154.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12578-12578_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12578,LPL,2025,Split 3,0,2025-07-28 09:14:07,1,15.14,100,Blue,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Varus,Taliyah,Xin Zhao,Rell,Rakan,Azir,Trundle,Ambessa,Leona,Sivir,2022,0,10,25,17,10,25,,,,,1.0,,,,0.2967,1.0386,0.0,0.0,4.0,,,,,,,,,0.0,,,,1.0,0.0,3.0,0.0,,0.0,1.0,,,0.0,5.0,9.0,,,,,0.0,1.0,64441,1912.1958,,3396.2908,,,100,2.9674,39,1.1573,36,241,7.1513,59791,37789,1121.3353,,57619,-0.122594,,,,201,157.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12578,2025,Split 3,0,1,15.14,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Pantheon,Senna,Gwen,Alistar,Braum,Annie,Wukong,Renekton,Nautilus,Kai'Sa,2022,1,25,10,53,25,10,,,,,0.0,,,,0.7418,1.0386,1.0,4.0,0.0,,,,,,,,,4.0,,,,0.0,1.0,0.0,3.0,,1.0,0.0,,,1.0,9.0,5.0,,,,,1.0,0.0,84464,2506.3501,,2834.8368,,,108,3.2047,52,1.543,36,264,7.8338,71591,49589,1471.4837,,65144,0.122594,,,,241,167.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12638-12638_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12638,LPL,2025,Split 3,0,2025-08-25 10:51:46,3,15.16,100,Blue,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Azir,Neeko,Orianna,Caitlyn,Draven,Ambessa,Kalista,Renata Glasc,Naafiri,Ahri,1805,0,8,16,21,8,16,,,,,0.0,,,,0.2659,0.7978,0.0,2.0,1.0,,,,,,,,,2.0,,,,0.0,1.0,1.0,2.0,,0.0,1.0,,,1.0,2.0,9.0,,,,,0.0,2.0,70667,2349.0416,,3501.374,,,105,3.4903,42,1.3961,40,239,7.9446,50787,30998,1030.4044,,48749,-0.0912686,,,,206,160.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12638,2025,Split 3,0,3,15.16,200,Red,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,Pantheon,Yunara,Galio,Xin Zhao,Jarvan IV,Aurora,Vi,Udyr,Corki,Bard,1805,1,16,8,51,16,8,,,,,1.0,,,,0.5319,0.7978,1.0,1.0,2.0,,,,,,,,,1.0,,,,1.0,0.0,2.0,1.0,,1.0,0.0,,,0.0,9.0,2.0,,,,,2.0,0.0,74826,2487.2909,,3313.9945,,,87,2.892,64,2.1274,32,292,9.7064,60409,40620,1350.2493,,53411,0.0912686,,,,220,155.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
