gameid,blue_datacompleteness,blue_url,league,blue_year,blue_split,blue_playoffs,date,blue_game,blue_patch,blue_participantid,blue_side,blue_position,blue_playername,blue_playerid,blue_teamname,blue_teamid,blue_champion,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,blue_gamelength,blue_result,blue_kills,blue_deaths,blue_assists,blue_teamkills,blue_teamdeaths,blue_doublekills,blue_triplekills,blue_quadrakills,blue_pentakills,blue_firstblood,blue_firstbloodkill,blue_firstbloodassist,blue_firstbloodvictim,blue_team kpm,blue_ckpm,blue_firstdragon,blue_dragons,blue_opp_dragons,blue_elementaldrakes,blue_opp_elementaldrakes,blue_infernals,blue_mountains,blue_clouds,blue_oceans,blue_chemtechs,blue_hextechs,blue_dragons (type unknown),blue_elders,blue_opp_elders,blue_firstherald,blue_heralds,blue_opp_heralds,blue_void_grubs,blue_opp_void_grubs,blue_firstbaron,blue_barons,blue_opp_barons,blue_atakhans,blue_opp_atakhans,blue_firsttower,blue_towers,blue_opp_towers,blue_firstmidtower,blue_firsttothreetowers,blue_turretplates,blue_opp_turretplates,blue_inhibitors,blue_opp_inhibitors,blue_damagetochampions,blue_dpm,blue_damageshare,blue_damagetakenperminute,blue_damagemitigatedperminute,blue_damagetotowers,blue_wardsplaced,blue_wpm,blue_wardskilled,blue_wcpm,blue_controlwardsbought,blue_visionscore,blue_vspm,blue_totalgold,blue_earnedgold,blue_earned gpm,blue_earnedgoldshare,blue_goldspent,blue_gspd,blue_gpr,blue_total cs,blue_minionkills,blue_monsterkills,blue_monsterkillsownjungle,blue_monsterkillsenemyjungle,blue_cspm,blue_goldat10,blue_xpat10,blue_csat10,blue_opp_goldat10,blue_opp_xpat10,blue_opp_csat10,blue_golddiffat10,blue_xpdiffat10,blue_csdiffat10,blue_killsat10,blue_assistsat10,blue_deathsat10,blue_opp_killsat10,blue_opp_assistsat10,blue_opp_deathsat10,blue_goldat15,blue_xpat15,blue_csat15,blue_opp_goldat15,blue_opp_xpat15,blue_opp_csat15,blue_golddiffat15,blue_xpdiffat15,blue_csdiffat15,blue_killsat15,blue_assistsat15,blue_deathsat15,blue_opp_killsat15,blue_opp_assistsat15,blue_opp_deathsat15,blue_goldat20,blue_xpat20,blue_csat20,blue_opp_goldat20,blue_opp_xpat20,blue_opp_csat20,blue_golddiffat20,blue_xpdiffat20,blue_csdiffat20,blue_killsat20,blue_assistsat20,blue_deathsat20,blue_opp_killsat20,blue_opp_assistsat20,blue_opp_deathsat20,blue_goldat25,blue_xpat25,blue_csat25,blue_opp_goldat25,blue_opp_xpat25,blue_opp_csat25,blue_golddiffat25,blue_xpdiffat25,blue_csdiffat25,blue_killsat25,blue_assistsat25,blue_deathsat25,blue_opp_killsat25,blue_opp_assistsat25,blue_opp_deathsat25,red_datacompleteness,red_url,red_year,red_split,red_playoffs,red_game,red_patch,red_participantid,red_side,red_position,red_playername,red_playerid,red_teamname,red_teamid,red_champion,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,red_gamelength,red_result,red_kills,red_deaths,red_assists,red_teamkills,red_teamdeaths,red_doublekills,red_triplekills,red_quadrakills,red_pentakills,red_firstblood,red_firstbloodkill,red_firstbloodassist,red_firstbloodvictim,red_team kpm,red_ckpm,red_firstdragon,red_dragons,red_opp_dragons,red_elementaldrakes,red_opp_elementaldrakes,red_infernals,red_mountains,red_clouds,red_oceans,red_chemtechs,red_hextechs,red_dragons (type unknown),red_elders,red_opp_elders,red_firstherald,red_heralds,red_opp_heralds,red_void_grubs,red_opp_void_grubs,red_firstbaron,red_barons,red_opp_barons,red_atakhans,red_opp_atakhans,red_firsttower,red_towers,red_opp_towers,red_firstmidtower,red_firsttothreetowers,red_turretplates,red_opp_turretplates,red_inhibitors,red_opp_inhibitors,red_damagetochampions,red_dpm,red_damageshare,red_damagetakenperminute,red_damagemitigatedperminute,red_damagetotowers,red_wardsplaced,red_wpm,red_wardskilled,red_wcpm,red_controlwardsbought,red_visionscore,red_vspm,red_totalgold,red_earnedgold,red_earned gpm,red_earnedgoldshare,red_goldspent,red_gspd,red_gpr,red_total cs,red_minionkills,red_monsterkills,red_monsterkillsownjungle,red_monsterkillsenemyjungle,red_cspm,red_goldat10,red_xpat10,red_csat10,red_opp_goldat10,red_opp_xpat10,red_opp_csat10,red_golddiffat10,red_xpdiffat10,red_csdiffat10,red_killsat10,red_assistsat10,red_deathsat10,red_opp_killsat10,red_opp_assistsat10,red_opp_deathsat10,red_goldat15,red_xpat15,red_csat15,red_opp_goldat15,red_opp_xpat15,red_opp_csat15,red_golddiffat15,red_xpdiffat15,red_csdiffat15,red_killsat15,red_assistsat15,red_deathsat15,red_opp_killsat15,red_opp_assistsat15,red_opp_deathsat15,red_goldat20,red_xpat20,red_csat20,red_opp_goldat20,red_opp_xpat20,red_opp_csat20,red_golddiffat20,red_xpdiffat20,red_csdiffat20,red_killsat20,red_assistsat20,red_deathsat20,red_opp_killsat20,red_opp_assistsat20,red_opp_deathsat20,red_goldat25,red_xpat25,red_csat25,red_opp_goldat25,red_opp_xpat25,red_opp_csat25,red_golddiffat25,red_xpdiffat25,red_csdiffat25,red_killsat25,red_assistsat25,red_deathsat25,red_opp_killsat25,red_opp_assistsat25,red_opp_deathsat25
12629-12629_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12629,LPL,2025,Split 3,0,2025-08-21 10:06:34,2,15.16,100,Blue,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Azir,Aurora,Orianna,Rell,Kai'Sa,Wukong,Viktor,Sion,Xayah,Braum,1670,0,6,27,15,6,27,,,,,0.0,,,,0.2156,1.1856,0.0,0.0,3.0,,,,,,,,,0.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,0.0,0.0,9.0,,,,,0.0,1.0,69990,2514.6108,,4411.0419,,,112,4.024,21,0.7545,34,185,6.6467,41833,23421,841.4731,,40058,-0.334317,,,,136,112.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12629,2025,Split 3,0,2,15.16,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Gwen,Yunara,Ryze,Lucian,Sivir,Xin Zhao,Galio,Aatrox,Corki,Neeko,1670,1,27,6,66,27,6,,,,,1.0,,,,0.9701,1.1856,1.0,3.0,0.0,,,,,,,,,3.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,1.0,9.0,0.0,,,,,1.0,0.0,103504,3718.7066,,4486.0958,,,86,3.0898,53,1.9042,28,261,9.3772,62905,44493,1598.5509,,56138,0.334317,,,,239,116.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12629-12629_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12629,LPL,2025,Split 3,0,2025-08-21 09:10:38,1,15.16,100,Blue,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,,Azir,Aurora,Yunara,Poppy,Orianna,Taliyah,Jhin,Ambessa,Trundle,Rakan,1783,0,8,23,19,8,23,,,,,0.0,,,,0.2692,1.0432,0.0,0.0,4.0,,,,,,,,,0.0,,,,1.0,0.0,3.0,0.0,,0.0,1.0,,,1.0,2.0,10.0,,,,,0.0,2.0,53655,1805.5524,,3868.5025,,,105,3.5334,39,1.3124,35,246,8.2782,49054,29489,992.3388,,44869,-0.197634,,,,166,120.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12629,2025,Split 3,0,1,15.16,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Vi,Gwen,Pantheon,Xin Zhao,Nautilus,Rumble,Varus,Jarvan IV,Alistar,Ahri,1783,1,23,8,71,23,8,,,,,1.0,,,,0.774,1.0432,1.0,4.0,0.0,,,,,,,,,4.0,,,,0.0,1.0,0.0,3.0,,1.0,0.0,,,0.0,10.0,2.0,,,,,2.0,0.0,87780,2953.8979,,3115.1879,,,106,3.567,51,1.7162,40,293,9.8598,63369,43804,1474.055,,54709,0.197634,,,,218,139.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12614-12614_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12614,LPL,2025,Split 3,0,2025-08-14 10:10:52,2,15.15,100,Blue,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Rumble,Jarvan IV,Varus,Kai'Sa,Aatrox,Ryze,Alistar,Viego,Tristana,K'Sante,2133,1,14,12,36,14,12,,,,,0.0,,,,0.3938,0.7314,1.0,2.0,3.0,,,,,,,,,2.0,,,,1.0,0.0,2.0,1.0,,2.0,0.0,,,1.0,9.0,4.0,,,,,1.0,0.0,64091,1802.8411,,3691.0267,,,136,3.8256,63,1.7722,45,332,9.339,69323,46188,1299.2405,,59264,0.0155081,,,,266,168.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12614,2025,Split 3,0,2,15.15,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Pantheon,Trundle,Yunara,Sion,Yorick,Orianna,Rell,Nocturne,Corki,Gnar,2133,0,12,14,22,12,14,,,,,1.0,,,,0.3376,0.7314,0.0,3.0,2.0,,,,,,,,,3.0,,,,0.0,1.0,1.0,2.0,,0.0,2.0,,,0.0,4.0,9.0,,,,,0.0,1.0,91584,2576.2025,,3088.5795,,,145,4.0788,60,1.6878,45,326,9.1702,60816,37681,1059.9437,,58352,-0.0155081,,,,232,170.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12614-12614_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12614,LPL,2025,Split 3,0,2025-08-14 09:12:19,1,15.15,100,Blue,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Trundle,Aurora,Varus,Rell,Alistar,Gwen,Wukong,Annie,Nautilus,Sivir,2089,0,23,25,63,23,25,,,,,1.0,,,,0.6606,1.3787,0.0,2.0,3.0,,,,,,,,,2.0,,,,0.0,1.0,2.0,1.0,,1.0,0.0,,,1.0,6.0,7.0,,,,,1.0,1.0,94554,2715.7683,,4036.1704,,,116,3.3317,69,1.9818,50,361,10.3686,68623,45937,1319.3968,,65885,0.0847704,,,,216,166.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12614,2025,Split 3,0,1,15.15,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Vi,Pantheon,Yunara,Kai'Sa,Rakan,Taliyah,Xin Zhao,Ambessa,Senna,Braum,2089,1,25,23,70,25,23,,,,,0.0,,,,0.718,1.3787,1.0,3.0,2.0,,,,,,,,,3.0,,,,1.0,0.0,1.0,2.0,,0.0,1.0,,,0.0,7.0,6.0,,,,,1.0,1.0,107683,3092.8578,,4082.2978,,,139,3.9923,56,1.6084,47,319,9.1623,69402,46716,1341.7712,,60527,-0.0847704,,,,250,177.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12606-12606_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12606,LPL,2025,Split 3,0,2025-08-10 11:02:26,3,15.15,100,Blue,team,,,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,,Taliyah,Jax,Renekton,Viktor,Annie,Varus,Sion,Rell,Ahri,Nocturne,2076,0,10,19,26,10,19,,,,,0.0,,,,0.289,0.8382,1.0,2.0,3.0,,,,,,,,,2.0,,,,0.0,1.0,3.0,0.0,,0.0,1.0,,,1.0,3.0,8.0,,,,,0.0,1.0,80936,2339.1908,,3598.7861,,,123,3.5549,55,1.5896,54,305,8.815,57283,34730,1003.7572,,54657,-0.0382431,,,,227,183.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12606,2025,Split 3,0,3,15.15,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Pantheon,Gwen,Xayah,Akali,Ryze,Ambessa,Jhin,Leona,Jarvan IV,Galio,2076,1,19,10,52,19,10,,,,,1.0,,,,0.5491,0.8382,0.0,3.0,2.0,,,,,,,,,3.0,,,,1.0,0.0,0.0,3.0,,1.0,0.0,,,0.0,8.0,3.0,,,,,1.0,0.0,93503,2702.3988,,3596.5318,,,112,3.237,46,1.3295,49,267,7.7168,68132,45579,1317.3121,,56788,0.0382431,,,,243,181.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12606-12606_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12606,LPL,2025,Split 3,0,2025-08-10 09:13:03,1,15.15,100,Blue,team,,,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,,Gwen,Taliyah,Varus,Xayah,Kai'Sa,Aurora,Vi,Rumble,Smolder,Braum,2121,1,13,6,36,13,6,,,,,0.0,,,,0.3678,0.5375,1.0,4.0,2.0,,,,,,,,,4.0,,,,1.0,0.0,3.0,0.0,,1.0,0.0,,,1.0,10.0,2.0,,,,,2.0,0.0,97149,2748.2037,,2477.9632,,,137,3.8755,79,2.2348,56,379,10.7214,70774,47762,1351.1174,,60217,0.0729636,,,,261,184.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12606,2025,Split 3,0,1,15.15,200,Red,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,Pantheon,Yunara,Annie,Rakan,Nautilus,Azir,Trundle,Alistar,K'Sante,Corki,2121,0,6,13,10,6,13,,,,,1.0,,,,0.1697,0.5375,0.0,2.0,4.0,,,,,,,,,2.0,,,,0.0,1.0,0.0,3.0,,0.0,1.0,,,0.0,2.0,10.0,,,,,0.0,2.0,50827,1437.8218,,3638.1612,,,144,4.0736,58,1.6407,48,305,8.628,57621,34609,979.0382,,55978,-0.0729636,,,,232,188.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12795-12795_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,LPL,2025,Split 3,1,2025-08-30 13:10:27,5,15.16,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Senna,Aphelios,Tristana,Gragas,Olaf,Annie,Poppy,Jax,Xayah,Taric,1682,0,21,25,51,21,25,,,,,1.0,,,,0.7491,1.6409,1.0,3.0,1.0,,,,,,,,,3.0,,,,0.0,1.0,1.0,2.0,,0.0,1.0,,,0.0,3.0,9.0,,,,,0.0,1.0,90425,3225.6243,,4350.8918,,,96,3.4245,32,1.1415,43,206,7.3484,50159,31625,1128.1213,,48156,-0.0647417,,,,156,117.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,2025,Split 3,1,5,15.16,200,Red,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Pantheon,Yunara,Trundle,Ezreal,Ziggs,Sylas,Leona,Jinx,Udyr,Nidalee,1682,1,25,21,72,25,21,,,,,0.0,,,,0.8918,1.6409,0.0,1.0,3.0,,,,,,,,,1.0,,,,1.0,0.0,2.0,1.0,,1.0,0.0,,,1.0,9.0,3.0,,,,,1.0,0.0,100601,3588.6207,,4489.0131,,,92,3.2818,57,2.0333,40,253,9.025,60504,41970,1497.1463,,51378,0.0647417,,,,198,119.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12795-12795_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,LPL,2025,Split 3,1,2025-08-30 11:15:50,3,15.16,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Annie,Senna,Pantheon,Leona,Poppy,Aurora,Sejuani,Yone,Lucian,Braum,2056,1,17,8,43,17,8,,,,,0.0,,,,0.4961,0.7296,1.0,3.0,2.0,,,,,,,,,3.0,,,,1.0,0.0,0.0,3.0,,2.0,0.0,,,0.0,9.0,2.0,,,,,1.0,0.0,115824,3380.0778,,3555.2043,,,116,3.3852,71,2.072,48,344,10.0389,67568,45219,1319.6206,,61417,0.131295,,,,252,157.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,2025,Split 3,1,3,15.16,200,Red,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Yunara,Neeko,Trundle,Kalista,Kai'Sa,Viktor,Sion,Jhin,Viego,Renata Glasc,2056,0,8,17,22,8,17,,,,,1.0,,,,0.2335,0.7296,0.0,2.0,3.0,,,,,,,,,2.0,,,,0.0,1.0,3.0,0.0,,0.0,2.0,,,1.0,2.0,9.0,,,,,0.0,1.0,87123,2542.5,,4374.572,,,124,3.6187,51,1.4883,47,279,8.142,56522,34173,997.2665,,53850,-0.131295,,,,228,171.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12795-12795_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,LPL,2025,Split 3,1,2025-08-30 09:11:55,1,15.16,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Annie,Aurora,Pantheon,Taliyah,Alistar,Varus,Gwen,Galio,Xin Zhao,Rakan,1950,1,23,10,68,23,10,,,,,1.0,,,,0.7077,1.0154,0.0,4.0,1.0,,,,,,,,,4.0,,,,1.0,0.0,2.0,1.0,,1.0,0.0,,,1.0,9.0,2.0,,,,,2.0,0.0,89234,2745.6615,,4150.3077,,,121,3.7231,53,1.6308,47,289,8.8923,64187,42919,1320.5846,,54712,0.0505209,,,,222,150.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,2025,Split 3,1,1,15.16,200,Red,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Poppy,Yunara,Trundle,Jarvan IV,Wukong,Rumble,Vi,Sivir,Rell,Ryze,1950,0,10,23,25,10,23,,,,,0.0,,,,0.3077,1.0154,1.0,1.0,4.0,,,,,,,,,1.0,,,,0.0,1.0,1.0,2.0,,0.0,1.0,,,0.0,2.0,9.0,,,,,0.0,2.0,88419,2720.5846,,3631.9077,,,110,3.3846,52,1.6,47,268,8.2462,54831,33563,1032.7077,,52016,-0.0505209,,,,200,146.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12641-12641_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12641,LPL,2025,Split 3,0,2025-08-26 11:56:06,2,15.16,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Azir,Rakan,Annie,Xin Zhao,Wukong,Varus,Ambessa,Vi,Galio,Nautilus,2332,1,22,19,67,22,19,,,,,0.0,,,,0.566,1.0549,1.0,4.0,1.0,,,,,,,,,4.0,,,,1.0,0.0,1.0,2.0,,2.0,0.0,,,0.0,9.0,3.0,,,,,2.0,0.0,159299,4098.6021,,4231.5437,,,127,3.2676,56,1.4408,52,315,8.1046,77844,52680,1355.4031,,68961,0.0551938,,,,264,168.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12641,2025,Split 3,0,2,15.16,200,Red,team,,,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,,Gwen,Poppy,Pantheon,Neeko,Sylas,Sion,Yunara,Alistar,Ahri,Skarner,2332,0,19,22,64,19,22,,,,,1.0,,,,0.4889,1.0549,0.0,1.0,4.0,,,,,,,,,1.0,,,,0.0,1.0,2.0,1.0,,0.0,2.0,,,1.0,3.0,9.0,,,,,0.0,2.0,128041,3294.3654,,4975.4717,,,123,3.1647,48,1.235,52,295,7.5901,68423,43259,1113.0103,,65257,-0.0551938,,,,229,171.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12631-12631_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12631,LPL,2025,Split 3,0,2025-08-22 10:05:19,2,15.16,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Pantheon,Orianna,Varus,Ezreal,Alistar,Xin Zhao,Gwen,Corki,Ekko,Nautilus,1651,0,7,20,17,7,20,,,,,0.0,,,,0.2544,0.9812,0.0,0.0,4.0,,,,,,,,,0.0,,,,1.0,0.0,3.0,0.0,,0.0,1.0,,,0.0,1.0,8.0,,,,,0.0,1.0,61556,2237.0442,,4091.6293,,,62,2.2532,44,1.599,23,185,6.7232,44802,26584,966.1054,,44002,-0.0870983,,,,149,116.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12631,2025,Split 3,0,2,15.16,200,Red,team,,,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,,Yone,Yunara,Taliyah,Sylas,Neeko,Rumble,Poppy,Azir,Lucian,Braum,1651,1,20,7,35,20,7,,,,,1.0,,,,0.7268,0.9812,1.0,4.0,0.0,,,,,,,,,4.0,,,,0.0,1.0,0.0,3.0,,1.0,0.0,,,1.0,8.0,1.0,,,,,1.0,0.0,88420,3213.3253,,3169.4246,,,87,3.1617,30,1.0902,33,218,7.9225,55134,36916,1341.5869,,48009,0.0870983,,,,201,123.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12623-12623_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=12623,LPL,2025,Split 3,0,2025-08-18 10:04:33,2,15.15,100,Blue,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Pantheon,Aurora,Ambessa,Taliyah,Annie,Sion,Neeko,Kai'Sa,Nocturne,Ahri,2421,0,14,17,33,14,17,,,,,1.0,,,,0.347,0.7683,0.0,0.0,4.0,,,,,,,,,0.0,,,,1.0,0.0,2.0,1.0,,2.0,1.0,,,0.0,5.0,11.0,,,,,0.0,3.0,110226,2731.7472,,4227.5589,,,140,3.4696,57,1.4126,55,347,8.5998,72859,46787,1159.5291,,70058,-0.0322445,,,,242,187.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12623,2025,Split 3,0,2,15.15,200,Red,team,,,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,,Yunara,Yone,Trundle,Jarvan IV,Azir,Rakan,Xin Zhao,Xayah,Yorick,Orianna,2421,1,17,14,55,17,14,,,,,0.0,,,,0.4213,0.7683,1.0,4.0,0.0,,,,,,,,,4.0,,,,0.0,1.0,1.0,2.0,,1.0,2.0,,,1.0,11.0,5.0,,,,,3.0,0.0,128026,3172.8872,,3893.0112,,,153,3.7918,63,1.5613,60,364,9.0211,79388,53316,1321.3383,,72354,0.0322445,,,,296,199.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12795-12795_game_4,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,LPL,2025,Split 3,1,2025-08-30 12:13:01,4,15.16,100,Blue,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Poppy,Jax,Sylas,Trundle,Lee Sin,Neeko,Akali,Jarvan IV,Smolder,Aatrox,1502,1,19,7,31,19,7,,,,,1.0,,,,0.759,1.0386,1.0,3.0,0.0,,,,,,,,,3.0,,,,1.0,0.0,0.0,3.0,,0.0,0.0,,,1.0,7.0,2.0,,,,,1.0,0.0,79826,3188.7883,,3264.9268,,,81,3.2357,33,1.3182,33,196,7.8296,50562,33864,1352.7563,,43003,0.109904,,,,192,127.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,https://lpl.qq.com/es/stats.shtml?bmid=12795,2025,Split 3,1,4,15.16,200,Red,team,,,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,,Yunara,Annie,Pantheon,Senna,Tristana,Kai'Sa,Ahri,Bard,K'Sante,Zed,1502,0,7,19,18,7,19,,,,,0.0,,,,0.2796,1.0386,0.0,0.0,3.0,,,,,,,,,0.0,,,,0.0,1.0,3.0,0.0,,0.0,0.0,,,0.0,2.0,7.0,,,,,0.0,1.0,46989,1877.0573,,3928.3222,,,63,2.5166,30,1.1984,22,167,6.6711,40967,24269,969.4674,,38523,-0.109904,,,,150,126.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
